age,d13,d13a,co2,D13_wet,D13_dry,d13_wet,d13_dry
6.6093,-22.68,-6.5063625,424.8990186,21.60981279,14.97981279,-27.52144208,-21.16906664
6.6175,-23.5,-6.5196875,408.6194341,21.60801251,14.97801251,-27.53277154,-21.18045884
6.6257,-23.77,-6.5330125,392.3398496,21.60606283,14.97606283,-27.54395883,-21.191707
6.6364,-23.66,-6.505866667,379.617616,21.60442279,14.97442279,-27.51582592,-21.16338006
6.648,-22.59,-6.444,382.062035,21.60474638,14.97474638,-27.45557563,-21.10273823
6.6577,-24.7,-6.392266667,384.1060751,21.60501381,14.97501381,-27.40519095,-21.05202609
6.6657,-20.21,-6.3496,385.7918813,21.60523223,14.97523223,-27.36363455,-21.01019962
6.6745,-23.57,-6.302666667,387.6462681,21.60547031,14.97547031,-27.31792046,-20.96418839
6.6844,-22.09,-6.249866667,389.7324533,21.60573543,14.97573543,-27.26648954,-20.91242318
6.6945,-22.8,-6.196,391.8607837,21.60600301,14.97600301,-27.21401688,-20.85960943
6.7245,-21.04,-6.064178571,398.182557,21.60678091,14.97678091,-27.08572417,-20.73048357
6.7364,-22.5,-6.075228571,400.6901938,21.60708268,14.97708268,-27.09682785,-20.74166167
6.7493,-22.93,-6.087207143,403.4085563,21.60740557,14.97740557,-27.10886057,-20.75377501
6.7798,-24.52,-6.115528571,371.7473351,21.60335202,14.97335202,-27.13272283,-20.77776776
6.7956,-21.22,-6.1302,336.9322814,21.59801526,14.96801526,-27.14200188,-20.78707401
6.8051,-23.77,-6.139021429,340.6784616,21.59864187,14.96864187,-27.15123353,-20.79636989
6.8133,-21.28,-6.146635714,343.9120066,21.59917177,14.96917177,-27.15919144,-20.8043831
6.8207,-21.35,-6.153507143,346.8300837,21.59964148,14.96964148,-27.16636488,-20.81160634
6.8393,-22.74,-6.170778571,354.1647101,21.60078794,14.97078794,-27.18436285,-20.82972905
6.8584,-21.36,-6.188514286,361.6965039,21.60191682,14.97191682,-27.20279852,-20.84829221
6.8666,-20.5,-6.184669231,364.9300488,21.60238718,14.97238718,-27.19948265,-20.84495763
6.8765,-23.24,-6.176673077,368.8339629,21.60294406,14.97294406,-27.19218586,-20.83761666
6.8898,-22.27,-6.165930769,374.0786151,21.60367389,14.97367389,-27.1823657,-20.82773692
6.9056,-23.42,-6.153169231,380.3091042,21.60451475,14.97451475,-27.17067474,-20.81597486
6.9249,-19.05,-6.137580769,387.9197649,21.60550523,14.97550523,-27.15635914,-20.80157195
6.9383,-19.39,-6.126757692,393.5423518,21.60621237,14.97621237,-27.14643835,-20.79159078
6.9454,-20.76,-6.121023077,396.6651605,21.60659645,14.97659645,-27.14119078,-20.78631134
6.952,-21.11,-6.115692308,399.5680532,21.60694811,14.97694811,-27.13630763,-20.78139849
6.9549,-22.55,-6.11335,400.8435667,21.60710101,14.97710101,-27.13416047,-20.77923826
6.9585,-22.59,-6.110442308,402.4269627,21.60728948,14.97728948,-27.13149375,-20.7765553
6.9666,-23.19,-6.1039,405.9896037,21.60770815,14.97770815,-27.12548851,-20.77051346
6.9749,-22.95,-6.097196154,409.6402112,21.6081296,14.9781296,-27.11932781,-20.76431515
6.9837,-21.98,-6.090088462,413.5107347,21.60856832,14.97856832,-27.11278824,-20.75773562
